item,value
stage,corrected_basis_generation
basis_seed,143
basis_modes,2
target_match_probability,0.72
observed_match_ratio,0.7186431884765625
absolute_match_error,0.0013568115234374734
matched_pixels,47097
mismatched_pixels,18439
alice_mode0_fraction,0.501007080078125
bob_mode0_fraction,0.5001983642578125
