variant,num_covers,secret_one_fraction_mean,psnr_db_mean,psnr_db_std,mse_mean,mse_std,ber_mean,ber_std,basis_match_mean,basis_match_std,fraction_pixels_changed_all_mean,fraction_pixels_changed_all_std,signed_change_imbalance_ratio_mean,signed_change_imbalance_ratio_std,warden_auc_mean,warden_auc_std,warden_auc_min,warden_auc_max,warden_accuracy_mean,warden_accuracy_std
plain_payload,21,0.425537109375,63.16219130353542,0.08775757740759575,0.03140113467261905,0.0006309081160961191,0.0,0.0,1.0,0.0,0.03140113467261905,0.0006309081160961191,0.0002766115142772421,0.0002455388774789554,0.763061224489796,0.054875581586696136,0.6530612244897959,0.9183673469387754,0.7049999999999998,0.08100011325135675
whitened_payload,21,0.5004417782738095,63.20000733923879,0.0604921401418119,0.031125749860491072,0.0004347358804584116,0.0,0.0,1.0,0.0,0.031125749860491072,0.0004347358804584116,0.0002557615921456839,0.0002499342054767827,0.5700000000000001,0.03926713693874012,0.44897959183673475,0.673469387755102,0.5135714285714285,0.03320165705083797
