rank,row,col,utility,suitability,basis_match
278,102,86,0.80634415,0.702068,1
279,156,158,0.806064,0.70163697,1
280,191,203,0.8056869,0.7010568,1
281,200,196,0.8056715,0.7010331,1
282,190,164,0.8056074,0.70093447,1
283,149,179,0.8055227,0.7008042,1
284,158,188,0.80529976,0.70046115,1
285,74,79,0.8051502,0.70023113,1
286,166,195,0.80499065,0.6999857,1
287,87,94,0.804831,0.69974005,1
288,104,71,0.80473006,0.6995848,1
289,96,59,0.80467653,0.69950235,1
290,148,200,0.8046618,0.69947976,1
291,84,75,0.80444205,0.6991417,1
292,70,74,0.80444163,0.699141,1
293,148,196,0.8044323,0.69912666,1
294,149,194,0.80416614,0.6987172,1
295,199,196,0.8036717,0.69795656,1
296,100,90,0.8035771,0.697811,1
297,70,75,0.80354404,0.69776016,1
298,97,73,0.8035197,0.6977227,1
299,106,87,0.8035139,0.6977137,1
300,74,66,0.80291533,0.6967929,1
301,157,158,0.8023628,0.6959428,1
302,85,90,0.8021272,0.6955803,1
303,86,62,0.8021271,0.6955802,1
304,102,81,0.8021177,0.69556576,1
305,70,78,0.80160475,0.6947766,1
306,175,187,0.80160034,0.6947698,1
307,82,66,0.8013662,0.6944096,1
308,75,72,0.8012404,0.694216,1
309,92,84,0.8011771,0.6941186,1
310,75,79,0.801074,0.69396013,1
311,80,88,0.80057037,0.69318515,1
312,165,195,0.8005316,0.69312567,1
313,94,73,0.8004487,0.69299805,1
314,90,89,0.8003871,0.6929032,1
315,84,89,0.80013025,0.69250816,1
316,107,76,0.7996123,0.69171125,1
317,81,72,0.7994578,0.6914736,1
318,86,89,0.79926693,0.6911799,1
319,147,199,0.7989334,0.69066674,1
320,72,84,0.7987195,0.6903377,1
321,90,71,0.79857135,0.6901098,1
322,192,162,0.79827845,0.68965924,1
323,93,84,0.79818654,0.68951786,1
324,105,68,0.79794747,0.68915,1
325,108,85,0.79775774,0.6888581,1
326,94,58,0.7976608,0.688709,1
327,88,81,0.7965652,0.68702334,1
328,157,209,0.79633486,0.6866691,1
329,156,188,0.7963345,0.6866685,1
330,89,60,0.79630387,0.6866214,1
331,83,75,0.7960304,0.6862006,1
332,89,81,0.7957357,0.68574727,1
333,89,73,0.79572964,0.68573797,1
334,148,180,0.7955853,0.6855158,1
335,88,61,0.79540515,0.6852387,1
336,82,87,0.795149,0.6848447,1
337,86,70,0.795141,0.6848323,1
338,198,195,0.7950428,0.6846813,1
339,147,200,0.79494894,0.6845369,1
340,104,80,0.7946513,0.684079,1
341,88,65,0.79456437,0.68394524,1
342,81,91,0.79454684,0.68391824,1
343,201,194,0.7944873,0.6838266,1
344,75,85,0.79397327,0.68303585,1
345,79,82,0.7937658,0.68271667,1
346,69,81,0.79308116,0.68166333,1
347,84,70,0.7930585,0.6816286,1
348,182,194,0.79262537,0.68096215,1
349,76,72,0.7926113,0.6809405,1
350,83,83,0.7925042,0.6807757,1
351,156,187,0.7924301,0.68066174,1
352,191,162,0.79241693,0.6806414,1
353,96,79,0.79228806,0.68044317,1
354,81,85,0.79223514,0.6803618,1
355,69,74,0.7922059,0.6803168,1
356,88,85,0.79191947,0.6798761,1
357,91,68,0.79177177,0.67964894,1
358,175,164,0.7917515,0.6796177,1
359,71,86,0.7916465,0.6794561,1
360,182,196,0.7916333,0.6794359,1
361,94,91,0.79149806,0.67922777,1
362,175,188,0.7914632,0.6791742,1
363,87,67,0.791459,0.67916775,1
364,104,66,0.7910036,0.67846704,1
365,101,67,0.7909727,0.67841953,1
366,83,61,0.79068553,0.6779778,1
367,94,61,0.7904323,0.67758816,1
368,80,68,0.7904055,0.67754704,1
369,86,75,0.7903522,0.67746496,1
370,88,74,0.79028785,0.67736596,1
371,191,186,0.79015785,0.677166,1
372,80,72,0.79008985,0.6770613,1
373,103,74,0.78977257,0.6765732,1
374,80,87,0.7897506,0.67653936,1
375,145,184,0.7895075,0.67616546,1
376,148,179,0.78941166,0.676018,1
377,99,95,0.7892024,0.675696,1
378,184,196,0.7892015,0.6756946,1
379,102,78,0.7891309,0.6755861,1
380,183,194,0.7890564,0.6754714,1
381,101,75,0.7889774,0.67534983,1
382,71,78,0.7888897,0.67521495,1
383,95,80,0.7887948,0.675069,1
384,187,168,0.7887374,0.67498064,1
385,73,74,0.78867954,0.67489165,1
386,102,74,0.78851163,0.6746333,1
387,97,93,0.7879988,0.6738444,1
388,96,75,0.78778374,0.6735135,1
389,104,79,0.78775823,0.6734742,1
390,73,75,0.7876009,0.67323214,1
391,81,66,0.78733456,0.6728224,1
392,147,198,0.78727585,0.6727321,1
393,109,72,0.7869698,0.67226124,1
394,153,175,0.7865232,0.6715742,1
395,74,72,0.7864808,0.67150897,1
396,148,194,0.7864282,0.671428,1
397,183,171,0.78616357,0.67102087,1
398,104,81,0.7861563,0.67100966,1
399,105,72,0.7861518,0.67100286,1
400,85,71,0.7861448,0.670992,1
401,88,73,0.7856759,0.6702706,1
402,166,196,0.7854026,0.6698502,1
403,87,62,0.7853454,0.66976213,1
404,103,85,0.7852466,0.66961014,1
405,78,84,0.7851677,0.66948885,1
406,89,74,0.7849443,0.66914517,1
407,108,83,0.78480446,0.66893,1
408,101,83,0.78472066,0.66880107,1
409,97,85,0.78451616,0.6684864,1
410,188,167,0.7844839,0.6684369,1
411,193,163,0.7840994,0.66784525,1
412,85,78,0.78393567,0.6675933,1
413,88,87,0.7836172,0.6671034,1
414,73,83,0.78356934,0.66702974,1
415,150,194,0.7834197,0.6667996,1
416,76,68,0.7832331,0.6665125,1
417,88,94,0.78320783,0.6664736,1
418,98,78,0.7831298,0.66635364,1
419,104,72,0.7831,0.6663078,1
420,101,82,0.782967,0.666103,1
421,87,82,0.7826928,0.6656813,1
422,191,159,0.7825837,0.66551346,1
423,200,180,0.7824695,0.6653377,1
424,190,188,0.78237575,0.6651935,1
425,102,73,0.78230464,0.66508406,1
426,97,86,0.7821982,0.6649204,1
427,90,59,0.7821446,0.6648379,1
428,187,183,0.78202343,0.6646515,1
429,173,163,0.7815129,0.66386604,1
430,75,66,0.78147703,0.66381085,1
431,200,179,0.78143597,0.6637477,1
432,153,176,0.7811905,0.6633701,1
433,90,80,0.7811834,0.66335917,1
434,83,93,0.7808476,0.6628425,1
435,87,81,0.7806405,0.66252387,1
436,83,85,0.78051054,0.662324,1
437,157,186,0.78050387,0.66231364,1
438,70,72,0.78049225,0.6622958,1
439,87,79,0.7804549,0.6622383,1
440,92,63,0.7803892,0.6621372,1
441,193,160,0.7799524,0.6614653,1
442,182,156,0.7797633,0.6611743,1
443,91,64,0.7796372,0.6609804,1
444,157,164,0.7795049,0.66077685,1
445,100,59,0.7791482,0.66022813,1
446,100,70,0.7789532,0.6599281,1
447,97,94,0.7787436,0.6596056,1
448,70,73,0.7785671,0.659334,1
449,190,186,0.77822626,0.6588096,1
450,89,61,0.77800107,0.65846324,1
451,95,75,0.77756894,0.65779835,1
452,90,66,0.7774411,0.6576017,1
453,174,186,0.77742285,0.65757364,1
454,92,72,0.77737015,0.6574926,1
455,191,204,0.7772525,0.65731156,1
456,145,182,0.7770641,0.65702176,1
457,173,187,0.777028,0.6569662,1
458,73,73,0.7768474,0.6566884,1
459,182,171,0.7767939,0.656606,1
460,108,68,0.77624583,0.6557629,1
461,191,202,0.7761416,0.65560246,1
462,73,82,0.7758707,0.6551857,1
463,102,85,0.7757403,0.65498513,1
464,69,76,0.7756336,0.65482086,1
465,179,191,0.77559614,0.6547633,1
466,178,191,0.77545404,0.6545448,1
467,69,78,0.77545404,0.6545448,1
468,183,156,0.77538455,0.65443784,1
469,100,66,0.77508754,0.65398085,1
470,78,94,0.77489495,0.6536846,1
471,77,64,0.77482224,0.6535727,1
472,199,179,0.77482074,0.6535704,1
473,96,66,0.77461183,0.653249,1
474,152,175,0.7744328,0.6529736,1
475,99,88,0.77431095,0.6527861,1
476,166,194,0.7741264,0.65250224,1
477,192,204,0.77403736,0.65236515,1
478,97,84,0.77376914,0.6519525,1
479,158,164,0.7736808,0.6518166,1
480,199,180,0.77363646,0.6517485,1
481,193,188,0.77352476,0.65157664,1
482,182,157,0.77335405,0.65131396,1
483,173,164,0.7733396,0.6512918,1
484,158,186,0.7732742,0.65119106,1
485,191,208,0.7730968,0.6509181,1
486,76,92,0.7727002,0.650308,1
487,99,59,0.77227336,0.64965135,1
488,202,193,0.7709695,0.6476455,1
489,103,72,0.7709122,0.64755726,1
490,76,91,0.7708714,0.6474945,1
491,158,163,0.77087027,0.64749277,1
492,186,168,0.7708453,0.6474544,1
493,106,68,0.77038455,0.64674544,1
494,108,67,0.7703727,0.64672726,1
495,191,158,0.7702825,0.64658844,1
496,192,186,0.77027464,0.64657634,1
497,153,191,0.7702018,0.6464644,1
498,187,184,0.770168,0.6464124,1
499,179,175,0.77012753,0.64635,1
500,81,62,0.769801,0.6458478,1
501,73,76,0.7695855,0.6455162,1
502,188,166,0.76905787,0.6447044,1
503,93,63,0.76904345,0.6446823,1
504,101,84,0.76901424,0.64463735,1
505,175,162,0.76853716,0.6439034,1
506,193,162,0.7682503,0.643462,1
507,152,176,0.7675303,0.6423544,1
508,146,183,0.7672903,0.6419851,1
509,157,203,0.76728314,0.6419741,1
510,147,196,0.7672191,0.6418756,1
511,156,163,0.76717025,0.6418004,1
512,190,165,0.76707315,0.64165103,1
513,178,175,0.76694554,0.6414547,1
514,105,88,0.7666384,0.64098215,1
515,176,163,0.76603657,0.6400563,1
516,187,166,0.7659951,0.6399925,1
517,186,167,0.7656202,0.6394157,1
518,175,203,0.7655673,0.6393344,1
519,173,188,0.7653483,0.6389974,1
520,146,182,0.7653351,0.6389771,1
521,97,59,0.7648462,0.638225,1
522,70,71,0.76470566,0.6380087,1
523,98,59,0.7646712,0.6379558,1
524,200,197,0.7643561,0.6374709,1
525,165,194,0.7643214,0.63741755,1
526,174,203,0.7642843,0.6373605,1
527,101,81,0.76380026,0.6366159,1
528,184,194,0.7637543,0.6365451,1
529,71,71,0.7635533,0.6362359,1
530,77,63,0.7634335,0.6360516,1
531,199,167,0.7633188,0.63587505,1
532,97,87,0.7628805,0.6352008,1
533,188,168,0.7626821,0.6348955,1
534,153,192,0.76235485,0.63439214,1
535,104,86,0.76227474,0.6342688,1
536,94,62,0.7622471,0.6342263,1
537,79,78,0.762223,0.63418925,1
538,183,172,0.7621528,0.6340813,1
539,166,156,0.7621139,0.6340215,1
540,77,78,0.7620856,0.6339779,1
541,82,59,0.7619263,0.63373274,1
542,179,159,0.7618848,0.63366896,1
543,149,165,0.7618656,0.63363945,1
544,179,192,0.7617679,0.63348913,1
545,182,172,0.76174366,0.6334518,1
546,96,94,0.7616063,0.63324046,1
547,186,183,0.76148677,0.63305664,1
548,72,78,0.761455,0.6330077,1
549,101,60,0.76111156,0.63247937,1
550,79,84,0.76099575,0.6323012,1
551,75,81,0.7608559,0.63208604,1
552,73,84,0.7606994,0.6318453,1
553,187,199,0.76063526,0.63174653,1
554,191,189,0.7606046,0.6316994,1
555,201,180,0.7605996,0.6316917,1
556,104,82,0.76053774,0.6315966,1
557,193,207,0.7603626,0.63132715,1
558,148,197,0.7602867,0.6312103,1
559,183,157,0.7599018,0.6306182,1
560,76,77,0.7598984,0.630613,1
561,183,180,0.7597979,0.6304583,1
562,166,179,0.75964,0.6302154,1
563,83,60,0.7594651,0.6299463,1
564,71,85,0.75935787,0.62978137,1
565,157,189,0.75935733,0.6297806,1
566,161,167,0.75929165,0.62967944,1
567,191,165,0.7592835,0.6296669,1
568,188,183,0.759127,0.62942624,1
569,78,72,0.759061,0.6293246,1
570,202,194,0.7590176,0.6292579,1
571,72,70,0.7590128,0.6292505,1
572,200,199,0.7588953,0.6290697,1
573,73,66,0.75851536,0.6284852,1
574,195,175,0.7583604,0.6282468,1
575,153,174,0.7581637,0.6279442,1
576,196,175,0.7581536,0.6279287,1
577,176,188,0.75811565,0.6278703,1
578,154,175,0.7580625,0.6277885,1
579,183,179,0.7573442,0.6266834,1
580,79,60,0.75729895,0.62661386,1
581,189,165,0.7568958,0.62599355,1
582,179,176,0.7565119,0.62540305,1
583,181,194,0.756404,0.6252369,1
584,184,171,0.7560524,0.624696,1
585,147,180,0.755848,0.62438154,1
586,166,180,0.75543714,0.62374943,1
587,181,157,0.75521576,0.62340885,1
588,173,186,0.7552073,0.6233959,1
589,152,192,0.75504035,0.623139,1
590,72,71,0.7549573,0.62301135,1
591,183,170,0.75381243,0.6212499,1
592,165,179,0.7537323,0.6211267,1
593,196,176,0.7536621,0.62101865,1
594,178,176,0.75362384,0.6209598,1
595,149,178,0.7535857,0.6209011,1
596,159,188,0.75347567,0.6207319,1
597,166,171,0.753436,0.62067086,1
598,179,160,0.7534126,0.62063485,1
599,187,182,0.75305235,0.6200806,1
600,190,202,0.7527595,0.61963004,1
601,156,189,0.7526579,0.61947376,1
602,195,191,0.75225556,0.6188547,1
603,76,76,0.75217414,0.61872953,1
604,96,63,0.7520229,0.61849684,1
605,75,69,0.75197506,0.61842316,1
606,193,164,0.7517451,0.6180694,1
607,201,193,0.7512984,0.61738217,1
608,148,181,0.7512473,0.61730355,1
609,186,184,0.75120544,0.61723924,1
610,162,167,0.75089836,0.61676675,1
611,190,204,0.7504342,0.6160527,1
612,174,211,0.75023264,0.61574256,1
613,161,168,0.75019217,0.61568034,1
614,79,58,0.7497056,0.61493176,1
615,89,59,0.7494217,0.614495,1
616,156,186,0.7490858,0.61397815,1
617,200,167,0.74832416,0.61280644,1
618,176,164,0.748171,0.61257076,1
619,162,168,0.7480811,0.61243254,1
620,176,162,0.7471873,0.61105746,1
621,182,180,0.7470906,0.61090857,1
622,201,179,0.7463598,0.6097844,1
623,157,162,0.74630666,0.6097026,1
624,165,156,0.74605244,0.60931146,1
625,174,212,0.7451223,0.60788053,1
626,181,196,0.7443701,0.6067233,1
627,158,189,0.7442689,0.6065675,1
628,184,170,0.74405533,0.606239,1
629,167,194,0.74378633,0.6058252,1
630,186,169,0.74347895,0.6053523,1
631,193,203,0.7434614,0.60532516,1
632,151,194,0.74340236,0.6052344,1
633,154,190,0.7432126,0.6049425,1
634,189,166,0.74309987,0.60476905,1
635,184,197,0.7429694,0.6045683,1
636,200,170,0.7426668,0.6041028,1
637,174,165,0.74233365,0.60359025,1
638,199,171,0.7422692,0.6034911,1
639,167,156,0.74225235,0.60346514,1
640,147,194,0.7422066,0.60339475,1
641,98,61,0.74204886,0.6031521,1
642,183,197,0.7418623,0.60286504,1
643,181,156,0.74156535,0.60240823,1
644,152,174,0.7410537,0.60162115,1
645,156,208,0.74094915,0.6014602,1
646,200,169,0.7407569,0.6011645,1
647,192,165,0.74041975,0.6006458,1
648,155,189,0.7402346,0.600361,1
649,200,193,0.7402135,0.6003285,1
650,149,197,0.7396352,0.5994389,1
651,189,186,0.7395035,0.5992362,1
652,90,60,0.7385731,0.5978047,1
653,193,186,0.73856187,0.59778756,1
654,186,199,0.7384926,0.5976809,1
655,180,192,0.7384329,0.5975891,1
656,148,171,0.7381286,0.59712094,1
657,188,200,0.7381135,0.5970977,1
658,175,189,0.73795325,0.59685117,1
659,190,189,0.73792815,0.5968126,1
660,173,203,0.73779494,0.5966076,1
661,200,198,0.7376139,0.5963291,1
662,200,171,0.73740405,0.5960063,1
663,188,185,0.7373163,0.59587127,1
664,189,187,0.7372612,0.5957864,1
665,174,202,0.7371868,0.5956721,1
666,180,158,0.7367433,0.59498966,1
667,153,190,0.7366158,0.5947935,1
668,195,192,0.73647547,0.59457767,1
669,184,180,0.7360349,0.5938999,1
670,149,171,0.7359513,0.5937713,1
671,166,172,0.73590505,0.5937002,1
672,155,188,0.7358904,0.5936776,1
673,175,211,0.73583066,0.59358567,1
674,174,189,0.73576117,0.5934788,1
675,186,198,0.7353568,0.59285665,1
676,164,194,0.735289,0.5927523,1
677,187,198,0.7352308,0.5926628,1
678,189,163,0.7345086,0.59155166,1
679,152,193,0.734498,0.5915355,1
680,175,212,0.7341699,0.59103066,1
681,175,165,0.734154,0.59100616,1
682,170,183,0.73389953,0.5906147,1
683,176,189,0.733681,0.5902785,1
684,186,166,0.73353934,0.5900606,1
685,187,169,0.73346794,0.58995074,1
686,200,181,0.73346376,0.58994424,1
687,166,157,0.73300153,0.58923316,1
688,188,199,0.7327082,0.58878195,1
689,180,159,0.7326553,0.5887004,1
690,156,203,0.7326367,0.5886718,1
691,184,157,0.73260903,0.58862936,1
692,82,63,0.7325707,0.58857036,1
693,151,193,0.73245263,0.5883887,1
694,196,174,0.7324365,0.5883638,1
695,149,181,0.73236465,0.5882533,1
696,167,179,0.7322703,0.5881082,1
697,181,193,0.7320945,0.5878377,1
698,157,210,0.732059,0.5877831,1
699,199,166,0.7318498,0.58746123,1
700,184,172,0.731838,0.58744305,1
701,145,185,0.7313648,0.5867151,1
702,158,162,0.7313541,0.58669865,1
703,189,185,0.73131025,0.5866311,1
704,184,179,0.73114455,0.58637625,1
705,170,184,0.73098236,0.58612674,1
706,178,174,0.7308289,0.58589065,1
707,180,193,0.73044616,0.5853018,1
708,182,197,0.7304243,0.58526814,1
709,185,196,0.73035944,0.5851684,1
710,177,190,0.7302921,0.5850647,1
711,199,172,0.7302683,0.5850282,1
712,155,162,0.73018074,0.5848935,1
713,182,170,0.7300037,0.5846211,1
714,164,196,0.7299124,0.58448064,1
715,95,58,0.72979224,0.58429575,1
716,157,202,0.7292396,0.58344555,1
717,161,166,0.7291628,0.5833275,1
718,180,175,0.7288914,0.5829098,1
719,165,172,0.7285325,0.5823577,1
720,160,167,0.7284128,0.5821736,1
721,161,183,0.728243,0.58191234,1
722,158,202,0.72821724,0.58187276,1
723,188,182,0.7277731,0.58118933,1
724,75,61,0.72759205,0.58091086,1
725,175,202,0.7275729,0.5808814,1
726,162,183,0.7275729,0.5808815,1
727,171,184,0.72742784,0.5806582,1
728,158,204,0.72707134,0.5801098,1
729,185,169,0.7270657,0.5801011,1
730,170,200,0.727056,0.5800862,1
731,155,187,0.7269136,0.579867,1
732,150,193,0.72677016,0.57964647,1
733,185,197,0.7265229,0.579266,1
734,177,191,0.72646916,0.57918334,1
735,151,177,0.72633487,0.57897675,1
736,188,165,0.72627354,0.57888234,1
737,147,182,0.72577775,0.57811964,1
738,148,170,0.725706,0.5780092,1
739,193,204,0.72553945,0.57775307,1
740,144,183,0.72546446,0.57763773,1
741,144,184,0.7253394,0.5774453,1
742,187,185,0.7252466,0.5773025,1
743,194,175,0.7252338,0.5772827,1
744,194,189,0.7250858,0.5770551,1
745,184,156,0.7248253,0.5766544,1
746,197,193,0.72452104,0.57618624,1
747,102,63,0.72439164,0.57598716,1
748,146,198,0.72435963,0.57593787,1
749,199,178,0.7241129,0.57555836,1
750,159,163,0.72389543,0.57522374,1
751,197,194,0.7235175,0.5746423,1
752,166,170,0.7228351,0.57359254,1
753,154,160,0.7225852,0.57320803,1
754,159,165,0.72208595,0.57243997,1
755,151,176,0.721998,0.57230455,1
756,151,178,0.72197956,0.5722763,1
757,173,202,0.72183293,0.5720507,1
758,184,181,0.72157633,0.571656,1
759,154,161,0.7214254,0.5714237,1
760,100,60,0.72137445,0.5713453,1
761,172,187,0.72132707,0.5712724,1
762,177,189,0.7211535,0.5710054,1
763,190,185,0.7211093,0.57093734,1
764,170,159,0.72082573,0.57050115,1
765,177,161,0.7206505,0.57023156,1
766,167,157,0.720649,0.57022923,1
767,180,191,0.7206131,0.5701741,1
768,169,199,0.72043306,0.56989706,1
769,200,178,0.7203928,0.5698352,1
770,181,171,0.72023463,0.5695918,1
771,146,199,0.7200413,0.56929433,1
772,159,189,0.719442,0.56837237,1
773,170,167,0.7193956,0.5683009,1
774,178,208,0.7193279,0.56819683,1
775,197,175,0.7192592,0.5680911,1
776,198,180,0.71924734,0.5680728,1
777,157,171,0.7188996,0.5675379,1
778,155,190,0.7188282,0.56742805,1
779,189,184,0.71867186,0.5671875,1
780,160,166,0.71864593,0.5671476,1
781,181,158,0.718408,0.5667815,1
782,151,179,0.71839345,0.56675917,1
783,180,157,0.71828145,0.56658685,1
784,180,176,0.7178346,0.5658994,1
785,178,161,0.71782386,0.5658829,1
786,179,208,0.7177098,0.5657074,1
787,188,169,0.7172198,0.5649536,1
788,173,211,0.7169807,0.56458575,1
789,173,212,0.7169695,0.5645685,1
790,185,168,0.716681,0.5641246,1
791,197,192,0.71648085,0.5638167,1
792,166,178,0.71645033,0.56376976,1
793,182,193,0.71636087,0.56363213,1
794,170,168,0.7160239,0.56311375,1
795,150,197,0.715914,0.56294465,1
796,166,197,0.7156912,0.56260186,1
797,151,192,0.7155248,0.56234586,1
798,149,193,0.71455,0.56084615,1
799,172,186,0.71425295,0.56038916,1
800,76,62,0.71410215,0.56015724,1
801,152,190,0.71401024,0.5600158,1
802,173,189,0.7139682,0.5599511,1
803,173,204,0.71357465,0.55934566,1
804,196,190,0.7134615,0.5591716,1
805,176,203,0.71334136,0.5589868,1
806,177,160,0.7133204,0.5589545,1
807,183,181,0.71325016,0.5588465,1
808,172,164,0.7129929,0.5584507,1
809,157,165,0.7129527,0.55838877,1
810,167,172,0.71291584,0.5583321,1
811,186,200,0.7128373,0.5582112,1
812,180,174,0.71278125,0.558125,1
813,171,183,0.7125901,0.5578309,1
814,194,176,0.7125306,0.5577394,1
815,145,181,0.71245205,0.55761856,1
816,199,168,0.71243143,0.5575869,1
817,167,197,0.71226716,0.5573342,1
818,165,197,0.7121078,0.55708885,1
819,171,200,0.7120873,0.55705744,1
820,165,157,0.7119727,0.5568812,1
821,180,160,0.7119278,0.556812,1
822,193,161,0.7118405,0.55667776,1
823,177,176,0.71167195,0.5564185,1
824,199,200,0.7114978,0.5561505,1
825,171,199,0.71136606,0.5559478,1
826,151,175,0.7107049,0.55493075,1
827,147,170,0.71042544,0.5545007,1
828,180,194,0.71042013,0.5544926,1
829,153,193,0.7100431,0.5539124,1
830,190,209,0.7099674,0.55379605,1
831,177,162,0.70991194,0.55371076,1
832,170,198,0.7098545,0.55362236,1
833,196,193,0.7097696,0.5534918,1
834,170,160,0.7097082,0.55339724,1
835,156,161,0.70956206,0.5531724,1
836,148,172,0.70897645,0.5522715,1
837,178,206,0.7089721,0.55226475,1
838,185,194,0.70870084,0.55184746,1
839,150,172,0.7081537,0.5510058,1
840,146,196,0.7079886,0.55075175,1
841,160,168,0.707873,0.5505739,1
842,162,182,0.7078264,0.5505022,1
843,189,203,0.70776415,0.5504064,1
844,183,193,0.7077174,0.5503345,1
845,194,188,0.7072113,0.5495559,1
846,77,62,0.7070919,0.54937226,1
847,192,205,0.7070633,0.54932827,1
848,155,163,0.7068522,0.54900336,1
849,150,171,0.70678717,0.54890335,1
850,176,186,0.7067398,0.5488305,1
851,200,200,0.7064346,0.54836094,1
852,161,199,0.7057036,0.5472363,1
853,167,170,0.70567256,0.5471886,1
854,101,61,0.705647,0.5471493,1
855,162,192,0.7055839,0.54705215,1
856,201,178,0.7054863,0.546902,1
857,164,171,0.7054374,0.5468268,1
858,185,167,0.70540476,0.5467766,1
859,169,198,0.70529175,0.5466028,1
860,202,180,0.705269,0.5465677,1
861,181,179,0.7051193,0.5463374,1
862,98,60,0.70511127,0.546325,1
863,154,189,0.7048785,0.545967,1
864,174,210,0.70440257,0.54523474,1
865,177,192,0.70411694,0.54479533,1
866,162,191,0.70400083,0.54461664,1
867,189,168,0.7033134,0.54355913,1
868,184,169,0.7032998,0.5435382,1
869,172,188,0.7030901,0.5432156,1
870,160,165,0.703014,0.5430985,1
871,159,185,0.7028631,0.5428663,1
872,181,173,0.7028523,0.5428497,1
873,161,200,0.7024778,0.5422736,1
874,178,177,0.7024487,0.5422288,1
875,178,158,0.7024353,0.5422082,1
876,162,199,0.7024125,0.542173,1
877,174,179,0.70183504,0.5412847,1
878,150,177,0.70177054,0.54118544,1
879,172,185,0.70171165,0.54109484,1
880,150,181,0.7016779,0.54104304,1
881,149,170,0.70162326,0.5409589,1
882,194,174,0.7011764,0.5402714,1
883,168,196,0.70096105,0.5399401,1
884,160,185,0.70094514,0.53991556,1
885,156,202,0.70091224,0.53986496,1
886,163,168,0.700673,0.5394969,1
887,172,165,0.7006643,0.5394835,1
888,168,197,0.7006131,0.53940475,1
889,158,172,0.70047307,0.5391894,1
890,179,161,0.70045614,0.5391633,1
891,180,177,0.7004404,0.53913915,1
892,175,179,0.70020044,0.5387699,1
893,171,185,0.7001965,0.5387639,1
894,197,196,0.7000355,0.5385162,1
895,163,167,0.6999607,0.53840107,1
896,162,169,0.6998149,0.5381768,1
897,199,170,0.6997447,0.53806883,1
898,159,203,0.6996893,0.5379836,1
899,178,193,0.6996815,0.5379716,1
900,157,157,0.69962126,0.5378789,1
901,194,163,0.69958293,0.5378199,1
902,198,171,0.6994208,0.5375705,1
903,195,177,0.69927025,0.5373389,1
904,191,185,0.6991583,0.5371667,1
905,193,165,0.6991098,0.537092,1
906,197,177,0.698995,0.5369154,1
907,172,162,0.69893587,0.53682446,1
908,165,181,0.6988866,0.5367486,1
909,176,161,0.69864494,0.53637683,1
910,182,173,0.6985754,0.53626984,1
911,168,157,0.69811165,0.5355564,1
912,190,166,0.69800746,0.53539616,1
913,154,177,0.6976201,0.5348002,1
914,197,191,0.69760394,0.5347753,1
915,181,197,0.69738615,0.5344403,1
916,187,165,0.6970173,0.5338728,1
917,196,199,0.69699645,0.5338407,1
918,169,182,0.6968162,0.53356344,1
919,193,205,0.69678986,0.5335229,1
920,197,197,0.69673014,0.533431,1
921,162,207,0.6966723,0.533342,1
922,191,179,0.69656104,0.5331709,1
923,170,182,0.69645834,0.53301287,1
924,191,205,0.69636834,0.53287435,1
925,161,207,0.6959134,0.53217447,1
926,168,156,0.6956473,0.5317651,1
927,155,209,0.6955279,0.5315814,1
928,155,174,0.6953597,0.53132266,1
929,171,160,0.69513667,0.5309796,1
930,176,190,0.694868,0.5305662,1
931,185,180,0.6944075,0.52985775,1
932,169,158,0.69425046,0.5296161,1
933,189,183,0.69407874,0.52935195,1
934,188,198,0.6939873,0.5292113,1
935,164,181,0.6932645,0.5280992,1
936,146,180,0.69294035,0.5276005,1
937,190,201,0.6927405,0.5272931,1
938,176,211,0.6926962,0.52722496,1
939,166,204,0.6924416,0.5268332,1
940,147,178,0.69234073,0.526678,1
941,147,171,0.6923131,0.5266355,1
942,168,194,0.69231105,0.5266324,1
943,176,202,0.69225806,0.5265509,1
944,164,193,0.69223344,0.526513,1
945,155,175,0.69214094,0.52637064,1
946,146,185,0.6921227,0.52634263,1
947,197,198,0.69196653,0.52610236,1
948,191,201,0.69135016,0.5251541,1
949,184,193,0.6913448,0.5251459,1
950,151,191,0.6913223,0.5251113,1
951,162,200,0.6911384,0.5248283,1
952,191,172,0.691126,0.5248092,1
953,171,166,0.69109964,0.5247687,1
954,202,179,0.69081616,0.52433264,1
955,174,180,0.6905128,0.5238658,1
956,158,185,0.69032,0.5235693,1
957,162,198,0.6901176,0.5232579,1
958,162,208,0.68972194,0.5226492,1
959,196,198,0.6895791,0.5224294,1
960,154,162,0.68925315,0.52192795,1
961,201,196,0.68916994,0.5217999,1
962,169,184,0.6891298,0.5217382,1
963,190,158,0.68903077,0.5215858,1
964,152,178,0.6890131,0.5215587,1
965,177,174,0.6888394,0.5212914,1
966,148,198,0.6888046,0.52123797,1
967,159,162,0.6886357,0.52097803,1
968,165,203,0.6885622,0.52086496,1
969,167,181,0.68852323,0.520805,1
970,151,173,0.6885128,0.52078897,1
971,192,207,0.6884004,0.52061605,1
972,163,169,0.68833196,0.5205108,1
973,191,171,0.68829906,0.5204601,1
974,182,158,0.6878299,0.5197384,1
975,180,173,0.6877768,0.5196566,1
976,159,204,0.6876155,0.5194085,1
977,186,170,0.6875024,0.5192345,1
978,177,188,0.6874677,0.5191811,1
979,194,161,0.6874453,0.51914656,1
980,192,172,0.68725276,0.5188504,1
