stage,selector_name,embedding_rule,mse,psnr_db,ber,changed_pixels_all,fraction_pixels_changed_all,fraction_selected_positions_changed,positive_changes,negative_changes,unchanged_selected_positions,selected_signed_sum,selected_abs_sum,signed_change_imbalance_ratio,mean_abs_change_all,mean_signed_change_all
embedding_rule_comparison_on_topup_hybrid,topup_hybrid,baseline_parity,0.0313262939453125,63.17171342121018,0.0,2053,0.0313262939453125,0.501220703125,2053,0,2043,2053,2053,1.0,0.0313262939453125,0.0313262939453125
embedding_rule_comparison_on_topup_hybrid,topup_hybrid,local_cost_aware,0.0313262939453125,63.17171342121018,0.0,2053,0.0313262939453125,0.501220703125,1085,968,2043,117,2053,0.056989771066731615,0.0313262939453125,0.0017852783203125
embedding_rule_comparison_on_topup_hybrid,topup_hybrid,global_balanced_cost_aware,0.0313262939453125,63.17171342121018,0.0,2053,0.0313262939453125,0.501220703125,1026,1027,2043,-1,2053,0.0004870920603994155,0.0313262939453125,-1.52587890625e-05
