cover_name,source_group,image_role,variant,label,mean_intensity,std_intensity,median_intensity,mad_intensity,lsb_mean,lsb_h_agreement,lsb_v_agreement,pair_balance_mean,pair_balance_std,pair_balance_max,pair_mass_std,residual_mean,residual_std,residual_mean_abs,residual_skew,residual_excess_kurtosis,lap_mean,lap_std,lap_mean_abs,lap_skew,lap_excess_kurtosis,grad_mean,grad_std,grad_skew,grad_excess_kurtosis,coarse_hist_bin_00,coarse_hist_bin_01,coarse_hist_bin_02,coarse_hist_bin_03,coarse_hist_bin_04,coarse_hist_bin_05,coarse_hist_bin_06,coarse_hist_bin_07,coarse_hist_bin_08,coarse_hist_bin_09,coarse_hist_bin_10,coarse_hist_bin_11,coarse_hist_bin_12,coarse_hist_bin_13,coarse_hist_bin_14,coarse_hist_bin_15
00022.png,00022.png,cover,plain_payload,0,106.77073669433594,51.43621063232422,100.0,38.0,0.4980621337890625,0.5166513480392156,0.5272518382352941,0.00029277801513671875,0.0002673742920391889,0.001678466796875,0.0051459583902891655,0.00102996826171875,3.1673619358461114,1.9108657836914062,0.6517436299020172,8.136585775974945,0.004119873046875,12.669447743384445,7.643463134765625,0.6517436299020172,8.136585775974945,8.501427620777577,9.399135441497851,2.1520356006354477,5.501186539731421,0.00616455078125,0.04766845703125,0.0637054443359375,0.1094818115234375,0.1298828125,0.1152496337890625,0.0945892333984375,0.087310791015625,0.0849456787109375,0.0811920166015625,0.0700225830078125,0.06109619140625,0.021392822265625,0.008819580078125,0.00787353515625,0.0106048583984375
00022.png,00022.png,stego,plain_payload,1,106.77073669433594,51.42166519165039,100.0,38.0,0.4933624267578125,0.5190410539215686,0.53046875,0.0002989768981933594,0.00028758262088892647,0.00164794921875,0.005146542658285811,0.00102996826171875,3.1545518726193484,1.9029388427734375,0.6548723053715892,8.19756498405918,0.004119873046875,12.618207490477394,7.61175537109375,0.6548723053715892,8.19756498405918,8.493527970098512,9.363115669374478,2.1376582161157085,5.417914277224396,0.00616455078125,0.0476531982421875,0.06365966796875,0.1094818115234375,0.12994384765625,0.11517333984375,0.094635009765625,0.0873870849609375,0.0848846435546875,0.081298828125,0.069915771484375,0.061126708984375,0.02142333984375,0.0088653564453125,0.007781982421875,0.0106048583984375
00023.png,00023.png,cover,plain_payload,0,84.40658569335938,43.982025146484375,87.0,25.0,0.49957275390625,0.6161764705882353,0.6153952205882353,0.0006191730499267578,0.0010627417435635866,0.005859375,0.008348221151074283,0.00048828125,2.011985568527582,1.1551284790039062,-0.44805250219363413,9.606576540953323,0.001953125,8.047942274110328,4.620513916015625,-0.44805250219363413,9.606576540953323,5.240343805530756,7.302442175337099,2.175655881607306,5.58504672443066,0.0655975341796875,0.1049346923828125,0.0545654296875,0.05816650390625,0.1126556396484375,0.236907958984375,0.1298370361328125,0.0788726806640625,0.0509185791015625,0.0472564697265625,0.0441741943359375,0.0120086669921875,0.0024871826171875,0.000732421875,0.0004730224609375,0.0004119873046875
00023.png,00023.png,stego,plain_payload,1,84.40660095214844,43.96730041503906,87.0,25.0,0.4954681396484375,0.6198529411764706,0.6198376225490196,0.00063323974609375,0.001050682518687524,0.0056610107421875,0.008349898949211147,0.00048828125,2.0030374707218037,1.1490554809570312,-0.4547094310903027,9.662361222568972,0.001953125,8.012149882887215,4.596221923828125,-0.4547094310903027,9.662361222568972,5.2348308280315905,7.271191621683449,2.1581872801263415,5.487984233384028,0.065521240234375,0.1048583984375,0.0545196533203125,0.05828857421875,0.112762451171875,0.2367706298828125,0.12994384765625,0.0789337158203125,0.0509796142578125,0.0471343994140625,0.044189453125,0.011993408203125,0.0024871826171875,0.000732421875,0.0004730224609375,0.0004119873046875
00024.png,00024.png,cover,plain_payload,0,111.87004089355469,61.35713195800781,104.0,48.0,0.5023651123046875,0.5550245098039216,0.5556372549019608,0.0003724098205566406,0.0003772909041835128,0.002044677734375,0.003958474517765582,0.0004425048828125,2.4759115899818043,1.3795013427734375,0.34414672551486913,9.998575277658873,0.00177001953125,9.903646359927217,5.51800537109375,0.34414672551486913,9.998575277658873,6.405675921667353,7.874005457450342,3.179230836317129,15.787568910591702,0.018341064453125,0.0735321044921875,0.10235595703125,0.0602264404296875,0.0690460205078125,0.122314453125,0.093536376953125,0.08270263671875,0.066986083984375,0.071990966796875,0.059295654296875,0.04925537109375,0.04705810546875,0.0300445556640625,0.0430145263671875,0.0102996826171875
00024.png,00024.png,stego,plain_payload,1,111.87002563476562,61.346275329589844,104.0,48.0,0.4986572265625,0.5573529411764706,0.5572610294117647,0.00037932395935058594,0.00038523123333859057,0.0020599365234375,0.003960169316029155,0.0004425048828125,2.4642737249679385,1.3730392456054688,0.3495042183001461,10.086347234193589,0.00177001953125,9.857094899871754,5.492156982421875,0.3495042183001461,10.086347234193589,6.397640989341198,7.840522924774733,3.1685251320431154,15.740184925563845,0.0183258056640625,0.073516845703125,0.102294921875,0.0601348876953125,0.06903076171875,0.1223602294921875,0.0937042236328125,0.082763671875,0.0669403076171875,0.0720367431640625,0.0592193603515625,0.04931640625,0.0470123291015625,0.030029296875,0.0430145263671875,0.0102996826171875
00025.png,00025.png,cover,plain_payload,0,123.1007080078125,66.4083480834961,113.0,58.0,0.499267578125,0.559375,0.5589154411764706,0.0004684925079345703,0.0008361812041948913,0.0059967041015625,0.006327109254413077,-0.00043487548828125,3.2730202495626837,1.8922576904296875,0.03733883651104133,8.235376362234087,-0.001739501953125,13.092080998250735,7.56903076171875,0.03733883651104133,8.235376362234087,8.260905519775406,10.428697039112455,2.5588885748289627,8.731062280563156,0.0325775146484375,0.05572509765625,0.0511627197265625,0.067169189453125,0.1249237060546875,0.11578369140625,0.0496368408203125,0.03985595703125,0.0416412353515625,0.0506134033203125,0.049072265625,0.0673675537109375,0.16912841796875,0.0353546142578125,0.0325775146484375,0.0174102783203125
00025.png,00025.png,stego,plain_payload,1,123.1007080078125,66.39566802978516,113.0,58.0,0.49444580078125,0.5634803921568627,0.5616115196078432,0.0004756450653076172,0.0008455819017988365,0.0058746337890625,0.006326494567972855,-0.00043487548828125,3.2591286324478386,1.8834686279296875,0.0392035955009108,8.302703763909058,-0.001739501953125,13.036514529791354,7.53387451171875,0.0392035955009108,8.302703763909058,8.25378286709929,10.391440322931036,2.545358089168288,8.647376141812758,0.03253173828125,0.0557098388671875,0.05120849609375,0.067138671875,0.124847412109375,0.115875244140625,0.0495758056640625,0.0399169921875,0.041595458984375,0.0506439208984375,0.0491485595703125,0.06744384765625,0.1690826416015625,0.035308837890625,0.0325775146484375,0.01739501953125
00026.png,00026.png,cover,plain_payload,0,100.59727478027344,29.630870819091797,99.0,19.0,0.5004730224609375,0.5280024509803921,0.5325520833333334,0.00030612945556640625,0.00040712288431774967,0.0024261474609375,0.009982772118868147,0.002124786376953125,1.7054355636564864,1.1074638366699219,-0.28693173186954185,6.686593235809189,0.0084991455078125,6.821742254625946,4.4298553466796875,-0.28693173186954185,6.686593235809189,4.692136130489416,5.256596940000281,2.9586398863371857,12.839108867062151,0.00360107421875,0.0065765380859375,0.030029296875,0.0530853271484375,0.1272735595703125,0.225494384765625,0.216064453125,0.16497802734375,0.0981903076171875,0.03173828125,0.040802001953125,0.002166748046875,0.0,0.0,0.0,0.0
00026.png,00026.png,stego,plain_payload,1,100.5972900390625,29.61587142944336,99.0,19.0,0.4957275390625,0.5309436274509803,0.5368106617647059,0.0002994537353515625,0.0004214334174721049,0.0024566650390625,0.009987793006922615,0.002124786376953125,1.6996722483176894,1.1030998229980469,-0.29619749261986744,6.757579681261275,0.0084991455078125,6.7986889932707575,4.4123992919921875,-0.29619749261986744,6.757579681261275,4.68620906135402,5.225820581964205,2.9398483567925773,12.717705494499402,0.00360107421875,0.006591796875,0.0298919677734375,0.0529937744140625,0.127349853515625,0.225616455078125,0.21612548828125,0.1649627685546875,0.098175048828125,0.03173828125,0.040802001953125,0.0021514892578125,0.0,0.0,0.0,0.0
